"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.390433167E1,-8.472503214E0,-4.908955057E0,-6.383805862E0,1.168906017E1
3.391432667E1,-7.315129321E0,-1.983351576E0,-9.408291022E0,1.208142129E1
3.392432067E1,-6.814356816E0,1.627788824E0,-1.416912734E1,1.580662281E1
3.393431567E1,-8.235189289E0,4.493946587E0,-1.918395208E1,2.135504427E1
3.394431067E1,-1.111613817E1,7.677136874E0,-2.314352280E1,2.679794033E1
3.395430467E1,-1.586330311E1,8.530262595E0,-2.615169072E1,3.175406577E1
3.396429967E1,-2.012919425E1,6.863787423E0,-2.483978836E1,3.270032301E1
3.397429467E1,-2.013491750E1,2.137453190E0,-1.988701427E1,2.838092574E1
3.398428967E1,-1.484145072E1,-4.710764852E0,-1.361109948E1,2.068144081E1
3.399428367E1,-6.172361773E0,-1.061062649E1,-8.396397609E0,1.487222032E1
3.400427867E1,3.759802349E0,-1.458616713E1,-5.289992373E0,1.596484903E1
3.401427367E1,1.200798941E1,-1.499509099E1,-3.654254259E0,1.955500288E1
3.402426767E1,1.670763871E1,-1.256766385E1,-2.537076466E0,2.106010738E1
3.403426267E1,1.981474035E1,-8.788869740E0,-1.192124480E0,2.170919914E1
3.404425767E1,2.090318083E1,-4.884827983E0,1.255748034E-2,2.146636138E1
3.405425267E1,1.967131049E1,-2.707694418E0,6.594127285E-1,1.986773491E1
3.406424667E1,1.617719918E1,-2.355251448E0,2.091152013E0,1.648095566E1
3.407424167E1,1.083535136E1,-2.700843820E0,4.537499573E0,1.205355959E1
3.408423667E1,6.394323834E0,-3.515415047E0,7.391659434E0,1.038663321E1
3.409423167E1,2.740417483E0,-4.526533412E0,1.008525885E1,1.138911053E1
3.410422567E1,-2.807868040E-1,-4.937614015E0,1.174033663E1,1.273948105E1
3.411422067E1,-2.328417991E0,-5.096077652E0,1.181363966E1,1.307492332E1
3.412421567E1,-3.614018691E0,-4.644336973E0,1.091198263E1,1.239767567E1
3.413420967E1,-4.235002642E0,-3.449657260E0,8.623347344E0,1.020771777E1
3.414420467E1,-3.589710354E0,-2.209069887E0,5.220717486E0,6.709836157E0
3.415419967E1,-1.773828590E0,-2.292598532E0,4.879448837E-1,2.939483986E0
3.416419467E1,1.697394371E0,-1.865847099E0,-4.375405399E0,5.050416365E0
3.417418867E1,5.061924065E0,-9.935354948E-1,-8.919196576E0,1.030350696E1
3.418418367E1,7.399757828E0,2.281068993E-1,-1.299773591E1,1.495826151E1
3.419417867E1,8.915719821E0,2.744415810E0,-1.664881689E1,1.908415526E1
3.420417267E1,9.827897158E0,4.428029171E0,-1.964918462E1,2.241172598E1
3.421416767E1,9.548542922E0,2.403432505E0,-2.157976215E1,2.371997669E1
3.422416267E1,8.977717849E0,-2.058350303E0,-2.094642918E1,2.288206981E1
3.423415767E1,9.048815898E0,-5.209380319E0,-1.779125524E1,2.062880208E1
3.424415167E1,9.341926879E0,-6.627927116E0,-1.324734887E1,1.751266021E1
3.425414667E1,9.765186355E0,-7.701028013E0,-8.791585187E0,1.523012367E1
3.426414167E1,1.046264750E1,-8.335559084E0,-4.834740441E0,1.422403786E1
3.427413667E1,1.108569873E1,-8.379442438E0,-1.394225888E0,1.396608885E1
3.428413067E1,1.125814833E1,-8.184294539E0,1.523972387E0,1.400182390E1
3.429412567E1,1.078363976E1,-7.623425521E0,3.949964327E0,1.378425628E1
3.430412067E1,9.634201707E0,-6.423006765E0,6.093706782E0,1.308457568E1
3.431411467E1,7.754108452E0,-5.184883994E0,7.890607023E0,1.221764704E1
3.432410967E1,4.429537752E0,-4.840384759E0,9.225117636E0,1.132046486E1
3.433410467E1,3.129061443E-1,-5.303757888E0,1.046715687E1,1.173836151E1
3.434409967E1,-3.150095631E0,-5.763659526E0,1.214440846E1,1.380686534E1
3.435409367E1,-5.117805905E0,-5.538433549E0,1.387266649E1,1.578977704E1
3.436408867E1,-5.994853170E0,-5.407220861E0,1.494406584E1,1.698532914E1
3.437408367E1,-5.757183734E0,-5.624011059E0,1.512064942E1,1.712917697E1
3.438407867E1,-5.341768883E0,-5.883887050E0,1.407643961E1,1.616480046E1
3.439407267E1,-4.889423602E0,-6.144813201E0,1.193785557E1,1.428907233E1
3.440406767E1,-4.344117533E0,-6.738530708E0,9.111188732E0,1.213642918E1
3.441406267E1,-2.970407771E0,-7.425908915E0,6.551029798E0,1.033844461E1
3.442405667E1,-6.347190598E-1,-8.007023333E0,4.321173059E0,9.120736129E0
3.443405167E1,1.761396824E0,-8.261063218E0,2.515283893E0,8.813304564E0
3.444404667E1,3.627399460E0,-7.788504113E0,1.375959186E0,8.701269266E0
3.445404167E1,5.207572360E0,-6.180941978E0,4.995709026E-1,8.097680205E0
3.446403567E1,7.389514675E0,-3.974173847E0,-1.265391262E0,8.485293156E0
3.447403067E1,1.133633145E1,-1.819776303E0,-4.015273633E0,1.216332269E1
3.448402567E1,1.563376364E1,-2.961167416E-1,-7.134869603E0,1.718745516E1
3.449401967E1,1.764613085E1,5.384086937E-2,-9.596652642E0,2.008692547E1
3.450401467E1,1.705069485E1,-5.242365047E-1,-1.095853115E1,2.027536495E1
3.451400933E1,1.627302920E1,-1.477648406E0,-1.057606945E1,1.946402243E1
3.452400433E1,1.437145269E1,-2.636281789E0,-8.747181432E0,1.702943972E1
3.453399833E1,1.088944045E1,-3.814136724E0,-7.290935297E0,1.364863692E1
3.454399333E1,6.996822689E0,-5.143214396E0,-6.640571719E0,1.093185139E1
3.455398833E1,4.175516578E0,-6.430058507E0,-5.356108595E0,9.352459055E0
3.456398333E1,2.940598081E0,-7.135177166E0,-2.841551510E0,8.223885046E0
3.457397733E1,2.585618881E0,-7.258180364E0,3.768524641E-1,7.714183364E0
3.458397233E1,1.854269612E0,-6.836731771E0,3.501232626E0,7.901762272E0
3.459396733E1,3.101743251E-1,-6.398412791E0,6.185416267E0,8.904789091E0
3.460396133E1,-2.451329387E0,-6.113067498E0,8.535857795E0,1.078144138E1
3.461395633E1,-6.086518800E0,-5.308518691E0,1.097944547E1,1.362990479E1
3.462395133E1,-9.444466576E0,-4.613695517E0,1.296213339E1,1.668835034E1
3.463394633E1,-1.101484451E1,-3.347233922E0,1.441016360E1,1.844406651E1
3.464394033E1,-1.049054574E1,-2.881728314E0,1.422310415E1,1.790677524E1
3.465393533E1,-8.950220148E0,-3.529629044E0,1.233288177E1,1.564176123E1
3.466393033E1,-6.873225414E0,-4.422542143E0,1.008647507E1,1.298218340E1
3.467392533E1,-4.687377743E0,-4.807449732E0,8.115440651E0,1.053297014E1
3.468391933E1,-2.323689932E0,-5.390152838E0,6.226570140E0,8.557070657E0
3.469391433E1,6.608534825E-1,-5.297131823E0,4.281923624E0,6.843332726E0
3.470390933E1,4.409864795E0,-4.311263782E0,2.096644887E0,6.513817828E0
3.471390333E1,7.998228536E0,-2.886078934E0,-5.117646861E-1,8.518392713E0
3.472389833E1,1.066519271E1,-1.505242293E0,-3.283496933E0,1.126025941E1
3.473389333E1,1.181391331E1,-8.282241833E-1,-6.089378089E0,1.331671988E1
3.474388833E1,1.119793019E1,-7.610654032E-1,-8.125238830E0,1.385613103E1
3.475388233E1,1.023113635E1,-8.261256176E-1,-8.719725831E0,1.346819413E1
3.476387733E1,9.240235612E0,-6.829597583E-1,-8.105068860E0,1.231017991E1
3.477387233E1,7.369351721E0,-6.240057912E-1,-6.928844714E0,1.013437798E1
3.478386733E1,4.947703970E0,-7.201629603E-1,-5.648332552E0,7.543346067E0
3.479386133E1,2.234117605E0,-7.775723854E-1,-4.229306284E0,4.845919101E0
3.480385633E1,-6.106989902E-1,-4.387054807E-1,-2.747641134E0,2.848674701E0
3.481385133E1,-3.144837815E0,-1.955858552E-1,-1.106680287E0,3.339610751E0
3.482384533E1,-5.343686770E0,-5.343472177E-1,6.859099710E-1,5.413962295E0
3.483384033E1,-6.822714241E0,-9.719509368E-1,2.641498967E0,7.380490162E0
3.484383533E1,-7.264150372E0,-9.867420535E-1,4.481285611E0,8.592058032E0
3.485383033E1,-7.031599004E0,-9.463338464E-1,5.829302123E0,9.182575648E0
3.486382433E1,-6.451283900E0,-1.181979268E0,6.572126552E0,9.284879448E0
3.487381933E1,-5.728581494E0,-1.441266299E0,6.701523095E0,8.933325600E0
3.488381433E1,-4.502844295E0,-1.840153995E0,5.974937553E0,7.704651338E0
3.489380933E1,-2.652931443E0,-1.561649360E0,4.864360682E0,5.756630855E0
3.490380333E1,-8.713070530E-1,-1.087839389E0,3.337128180E0,3.616489320E0
3.491379833E1,1.829687333E-1,-1.432183527E0,1.359290528E0,1.983002257E0
3.492379333E1,8.233283097E-1,-1.523680757E0,-3.952144754E-1,1.776419724E0
3.493378733E1,1.667094977E0,-8.042986925E-1,-1.117412267E0,2.162108282E0
3.494378233E1,2.001232946E0,-4.737067674E-1,-1.237467883E0,2.400137114E0
3.495377733E1,1.751138762E0,-2.827467906E-1,-1.582074122E0,2.376844808E0
3.496377233E1,1.758756514E0,-1.469993670E-1,-1.884374587E0,2.581801866E0
3.497376633E1,2.080263328E0,-4.017212570E-2,-1.891306461E0,2.811787589E0
3.498376133E1,2.217402170E0,1.505062345E-1,-1.591862361E0,2.733779488E0
3.499375633E1,1.952386476E0,1.239529319E-2,-1.393947560E0,2.398969861E0
3.500375033E1,1.596938914E0,-3.838204448E-1,-1.244452382E0,2.060629457E0
3.501374533E1,1.230044843E0,-6.358484495E-1,-1.092354609E0,1.763675752E0
3.502374033E1,8.855377141E-1,-5.861338140E-1,-1.133385690E0,1.553155824E0
3.503373533E1,4.093992358E-1,-2.796060318E-1,-8.864712220E-1,1.015686219E0
3.504372933E1,-6.757159352E-2,-1.795315207E-1,-2.597672331E-1,3.229187244E-1
3.505372433E1,-4.136703345E-1,-3.621965642E-1,1.303122175E-1,5.650582013E-1
3.506371933E1,-8.465119350E-1,-5.607678616E-1,4.582462907E-1,1.114016478E0
3.507371433E1,-1.361819157E0,-7.035077512E-1,6.378862041E-1,1.660232930E0
3.508370833E1,-1.583503182E0,-7.405165333E-1,6.235073161E-1,1.855965635E0
3.509370333E1,-1.631968706E0,-7.310735723E-1,6.811795735E-1,1.913581991E0
3.510369833E1,-1.546805179E0,-6.170603223E-1,5.996875137E-1,1.770026785E0
3.511369233E1,-1.322306889E0,-3.247044002E-1,5.172680855E-1,1.456535180E0
3.512368733E1,-1.100670811E0,-1.496452320E-1,6.559289575E-1,1.290004933E0
3.513368233E1,-1.076686994E0,-2.826191752E-1,7.596152937E-1,1.347643824E0
3.514367733E1,-1.025437026E0,-4.274155305E-1,6.157696956E-1,1.270187958E0
3.515367133E1,-2.247216538E-1,-3.127741799E-1,-4.276127279E-2,3.874997235E-1
3.516366633E1,8.708059466E-1,7.849384518E-2,-4.555156410E-1,9.858796983E-1
3.517366133E1,1.346898524E0,3.224113415E-1,-3.880949056E-1,1.438298426E0
3.518365633E1,1.454207503E0,3.153377089E-1,-5.167067528E-1,1.575164500E0
3.519365033E1,1.343780204E0,2.179159698E-1,-7.501907516E-1,1.554354776E0
3.520364533E1,1.357166820E0,5.792025246E-2,-8.083693779E-1,1.580733242E0
3.521364033E1,1.382918834E0,-1.451780689E-1,-7.260972995E-1,1.568680485E0
3.522363433E1,1.277152059E0,-8.509771612E-1,3.898771369E-1,1.583440461E0
3.523362933E1,2.044058538E0,-2.776105233E-1,-1.519293737E-1,2.068411333E0
3.524362433E1,2.446240263E0,1.746144509E-1,-8.192767739E-2,2.453832467E0
3.525361933E1,2.138069779E0,1.810242417E-1,-3.382146478E-1,2.172211155E0
3.526361333E1,1.142945011E0,-4.775524811E-1,-1.368080063E0,1.845541310E0
3.527360833E1,4.011976388E-1,-1.376857318E0,-2.130167559E0,2.567938755E0
3.528360333E1,1.392371151E-1,-1.497666641E0,-2.031011646E0,2.527330736E0
3.529359833E1,2.033340007E-1,-1.169435310E0,-1.485575184E0,1.901540766E0
3.530359233E1,5.526677138E-1,-6.458341782E-1,-5.288408947E-1,1.001107427E0
3.531358733E1,6.980122456E-1,-3.567545606E-1,4.951726270E-1,9.271951478E-1
3.532358233E1,3.554531166E-1,-7.774292748E-1,1.296153463E0,1.552661262E0
3.533357633E1,-3.908246782E-1,-1.438936915E0,1.896729169E0,2.412646869E0
3.534357133E1,-1.277019912E0,-1.580233711E0,2.557742280E0,3.266491085E0
3.535356633E1,-2.199364094E0,-1.112801445E0,2.837635045E0,3.758683563E0
3.536356133E1,-3.013844982E0,-7.410525768E-1,2.775398451E0,4.163563024E0
3.537355533E1,-3.622135504E0,-9.952876130E-1,2.541413931E0,4.535333263E0
3.538355033E1,-3.759756449E0,-1.645971764E0,1.943078878E0,4.540985259E0
3.539354533E1,-3.289366368E0,-1.955357885E0,1.322157201E0,4.048636218E0
3.540354033E1,-2.508682679E0,-1.909574625E0,9.524272299E-1,3.293490802E0
3.541353433E1,-1.381629523E0,-1.747001126E0,4.769211280E-1,2.277798682E0
3.542352933E1,-1.804596931E-2,-1.198379831E0,-1.961448491E-1,1.214459830E0
3.543352433E1,1.521860957E0,-3.862254046E-1,-7.911013806E-1,1.758144542E0
3.544351833E1,2.843172358E0,4.240174212E-1,-1.235437730E0,3.128853818E0
3.545351333E1,4.023686022E0,1.231524627E0,-1.680790325E0,4.531198322E0
3.546350833E1,5.105857705E0,1.845353778E0,-1.860082330E0,5.738904054E0
3.547350333E1,5.624695183E0,1.949692371E0,-1.796441234E0,6.218174761E0
3.548349733E1,5.964350000E0,1.618096918E0,-1.828244240E0,6.444702131E0
3.549349233E1,6.057101458E0,8.639293286E-1,-2.164148653E0,6.489868362E0
3.550348733E1,5.903810853E0,-1.114274651E-1,-2.355132165E0,6.357204274E0
3.551348254E1,5.774300289E0,-1.104694719E0,-2.197384227E0,6.276256184E0
3.552347654E1,5.845384889E0,-1.934370766E0,-1.869976403E0,6.434836945E0
3.553347154E1,5.456122295E0,-2.302191182E0,-1.266172450E0,6.055786275E0
3.554346654E1,4.431688358E0,-2.571068377E0,-4.251797014E-1,5.141111950E0
3.555346054E1,2.964549446E0,-2.582038046E0,5.530360883E-1,3.970053249E0
3.556345554E1,6.377838778E-1,-2.503325168E0,1.636857855E0,3.058219876E0
3.557345054E1,-2.672027864E0,-2.345479289E0,2.376797268E0,4.276700978E0
3.558344554E1,-6.636507320E0,-2.183533342E0,2.702333398E0,7.490904689E0
3.559343954E1,-1.030513053E1,-1.975160650E0,2.813255079E0,1.086330424E1
3.560343454E1,-1.252793085E1,-2.528412939E0,2.917707986E0,1.310934564E1
3.561342954E1,-1.261910531E1,-4.017342086E0,3.190253724E0,1.362198866E1
3.562342454E1,-1.107474807E1,-5.134898486E0,3.939465067E0,1.282718255E1
3.563341854E1,-9.128142149E0,-5.789985445E0,4.554430186E0,1.172986551E1
3.564341354E1,-6.956592675E0,-6.243810071E0,4.327765794E0,1.030091756E1
3.565340854E1,-4.257594529E0,-6.203849030E0,3.709370114E0,8.388937990E0
3.566340254E1,-1.793888340E0,-5.561385040E0,2.831619430E0,6.493466527E0
3.567339754E1,6.353140140E-1,-5.014461046E0,1.391274798E0,5.242526971E0
3.568339254E1,2.720346331E0,-4.847950179E0,2.836086702E-1,5.566267957E0
3.569338754E1,5.406278874E0,-3.466629681E0,-3.107818508E-1,6.429771222E0
3.570338154E1,7.398779004E0,-9.655366874E-1,-1.089601740E0,7.540651417E0
3.571337654E1,8.037316003E0,8.681191510E-1,-2.437892486E0,8.443660294E0
3.572337154E1,8.237255695E0,2.385385074E0,-3.122343577E0,9.126416205E0
3.573336654E1,8.299660689E0,2.965570369E0,-3.219080497E0,9.383040787E0
3.574336054E1,8.203388622E0,2.576286432E0,-3.284520780E0,9.204396418E0
3.575335554E1,7.512570498E0,1.701423103E0,-3.542873572E0,8.478532256E0
3.576335054E1,6.341017692E0,5.296282223E-1,-3.966348810E0,7.498062037E0
3.577334454E1,4.943867027E0,-5.021533254E-1,-4.106215378E0,6.446315527E0
3.578333954E1,3.429248723E0,-1.283325257E0,-3.925566235E0,5.368122650E0
3.579333454E1,1.783358966E0,-1.604810143E0,-3.646510792E0,4.364954267E0
3.580332954E1,-3.735055178E-2,-1.691224682E0,-3.116665345E0,3.546158325E0
3.581332354E1,-1.808573037E0,-1.911471754E0,-2.080584340E0,3.354622467E0
3.582331854E1,-3.109724408E0,-2.053446243E0,-9.941149539E-1,3.856849998E0
3.583331354E1,-3.964900163E0,-2.027063606E0,4.930079877E-2,4.453296614E0
3.584330754E1,-4.812959563E0,-1.898455852E0,1.323931246E0,5.340553185E0
3.585330254E1,-5.322122823E0,-1.637213366E0,2.218869821E0,5.994067253E0
3.586329754E1,-5.293195478E0,-1.754340697E0,2.787079434E0,6.234054974E0
3.587329254E1,-4.859254308E0,-1.872332831E0,3.029771628E0,6.024740557E0
3.588328654E1,-3.801692679E0,-1.915216895E0,3.148247911E0,5.294562106E0
3.589328154E1,-2.562151666E0,-1.845663680E0,3.196023756E0,4.492845805E0
3.590327654E1,-1.793022514E0,-1.440446958E0,3.018746703E0,3.795082190E0
3.591327154E1,-1.124757685E0,-1.052723351E0,2.675119872E0,3.087000588E0
3.592326554E1,-5.187396835E-1,-7.328227669E-1,2.121061690E0,2.303263502E0
3.593326054E1,3.407761668E-1,-5.520601881E-1,1.363809841E0,1.510256975E0
3.594325554E1,1.034097484E0,-5.969124252E-1,6.875746733E-1,1.377831985E0
3.595325054E1,1.568854299E0,-3.973294133E-1,-4.614096344E-2,1.619043996E0
3.596324454E1,2.099240028E0,-2.243600035E-1,-5.735270709E-1,2.187710997E0
3.597323954E1,2.222676358E0,-1.855420929E-1,-7.992635089E-1,2.369290657E0
3.598323454E1,2.289716147E0,8.925131500E-2,-6.984721291E-1,2.395543602E0
3.599322854E1,2.566575669E0,4.353614581E-1,-4.931968528E-1,2.649545886E0
3.600322354E1,2.911407611E0,4.514968497E-1,-3.992239112E-1,2.973133602E0
3.601321854E1,2.888729770E0,2.473208499E-1,-5.699076444E-1,2.954779519E0
3.602321354E1,2.549613481E0,1.350537246E-1,-7.880438715E-1,2.672036967E0
3.603320754E1,2.152656974E0,2.594567460E-1,-6.806445533E-1,2.272559539E0
3.604320254E1,1.905295194E0,1.266161925E-1,-4.134934562E-1,1.953754916E0
3.605319754E1,1.441847658E0,-6.688805401E-2,-1.173121029E-1,1.448157730E0
3.606319254E1,8.897256361E-1,-3.194743216E-1,1.973499602E-1,9.657238510E-1
3.607318654E1,3.623762199E-1,-6.347415715E-1,5.121780843E-1,8.924907716E-1
3.608318154E1,-2.872356981E-2,-8.286674023E-1,8.846457213E-1,1.212482066E0
3.609317654E1,-4.913029397E-1,-8.334504247E-1,1.185010173E0,1.529793221E0
3.610317054E1,-1.245474476E0,-7.324497145E-1,1.013792004E0,1.765067557E0
3.611316554E1,-1.909894467E0,-7.148922801E-1,7.763219583E-1,2.182073242E0
3.612316054E1,-2.261751839E0,-8.441397196E-1,9.270403737E-1,2.586019548E0
3.613315554E1,-2.536675639E0,-1.022883255E0,1.260840374E0,3.011765579E0
3.614314954E1,-2.975917602E0,-1.408706517E0,1.640903544E0,3.678736749E0
3.615314454E1,-3.826919614E0,-1.756779571E0,1.881991847E0,4.612318452E0
3.616313954E1,-4.300257276E0,-1.854449122E0,1.719043980E0,4.988617683E0
3.617313454E1,-4.487124348E0,-1.804091147E0,1.667463936E0,5.115610008E0
3.618312854E1,-4.587712537E0,-1.619846551E0,1.545200996E0,5.104767898E0
3.619312354E1,-4.299305057E0,-1.414536776E0,1.133565200E0,4.665823435E0
3.620311854E1,-3.422434963E0,-1.811197852E0,6.391825318E-1,3.924544948E0
3.621311254E1,-2.017260895E0,-2.181135399E0,3.291081941E-1,2.989147931E0
3.622310754E1,-3.566748923E-1,-1.905088933E0,2.331869602E-3,1.938191492E0
3.623310254E1,1.418124043E0,-8.924564320E-1,-2.700536549E-1,1.697198651E0
3.624309754E1,3.245796133E0,3.640868229E-1,-5.710004890E-1,3.315688965E0
3.625309154E1,4.945362160E0,1.270227494E0,-1.475790453E0,5.314888733E0
3.626308654E1,5.758899307E0,1.558526800E0,-2.590251630E0,6.504101054E0
3.627308154E1,6.458041527E0,1.327987459E0,-3.794507913E0,7.607111236E0
3.628307654E1,6.474003257E0,1.390885958E0,-4.379304907E0,7.938866001E0
3.629307054E1,6.053325326E0,1.382299907E0,-4.401631916E0,7.611035676E0
3.630306554E1,5.537083427E0,1.105758766E0,-4.015254922E0,6.928511198E0
3.631306054E1,4.751669633E0,5.920797014E-1,-3.520689821E0,5.943414801E0
3.632305454E1,3.625093610E0,6.918951809E-2,-2.949540812E0,4.673957839E0
3.633304954E1,2.648650404E0,-5.602433664E-1,-2.499843736E0,3.684893526E0
3.634304454E1,1.818785200E0,-1.179462919E0,-2.039077295E0,2.976062599E0
3.635303954E1,5.545958331E-1,-1.780286547E0,-1.210846680E0,2.223318783E0
3.636303354E1,-9.694718635E-1,-1.959442311E0,-4.639865023E-1,2.234854210E0
3.637302854E1,-2.600853217E0,-1.925105122E0,5.626459873E-1,3.284362600E0
3.638302354E1,-4.311331025E0,-1.778291477E0,1.460303518E0,4.886960420E0
3.639301854E1,-5.533513702E0,-1.621293152E0,1.885773826E0,6.066671929E0
3.640301254E1,-6.566144850E0,-1.803247978E0,2.045403398E0,7.109826758E0
3.641300754E1,-6.954803427E0,-2.160706397E0,1.867853864E0,7.518432078E0
3.642300254E1,-6.482026806E0,-2.435893323E0,1.859544386E0,7.169947916E0
3.643299654E1,-5.563124002E0,-2.664113073E0,2.112813608E0,6.519956171E0
3.644299154E1,-4.332556418E0,-2.749924471E0,2.157378747E0,5.566633882E0
3.645298654E1,-2.877134449E0,-2.619750248E0,1.957555414E0,4.355802704E0
3.646298154E1,-1.365170927E0,-2.404703105E0,1.555286273E0,3.172570578E0
3.647297554E1,3.171446447E-1,-2.003297013E0,1.177968956E0,2.345504319E0
3.648297054E1,2.265033588E0,-1.100303898E0,1.050209633E0,2.728366929E0
3.649296554E1,4.187222996E0,6.500875890E-2,7.464438558E-1,4.253732595E0
3.650296054E1,5.235816166E0,9.601508170E-1,9.500029743E-2,5.323972724E0
3.651295504E1,5.785118222E0,1.590882368E0,-8.481339526E-1,6.059523971E0
3.652295004E1,6.096862525E0,1.786961144E0,-1.855724400E0,6.618812267E0
3.653294504E1,5.819160712E0,1.615728942E0,-2.755099257E0,6.638055688E0
3.654293904E1,5.096003977E0,1.212120203E0,-3.530939990E0,6.317121903E0
3.655293404E1,4.423163702E0,7.426881891E-1,-4.053286967E0,6.045254182E0
3.656292904E1,3.731145730E0,3.143591774E-1,-4.130895306E0,5.575353458E0
3.657292404E1,2.880199559E0,-1.842866957E-1,-3.862769478E0,4.821877137E0
3.658291804E1,2.002949688E0,-5.344705939E-1,-3.467409992E0,4.039851275E0
3.659291304E1,1.148392277E0,-8.207011557E-1,-2.786835020E0,3.123908552E0
3.660290804E1,2.172240615E-4,-1.271459502E0,-1.960352138E0,2.336576516E0
3.661290304E1,-1.220986629E0,-1.731978021E0,-1.189312554E0,2.430024807E0
3.662289704E1,-2.672188663E0,-2.151104684E0,-2.187846833E-1,3.437398777E0
3.663289204E1,-4.264775202E0,-2.391504770E0,8.645207745E-1,4.965380021E0
3.664288704E1,-5.824053662E0,-2.448225685E0,1.790582324E0,6.566551235E0
3.665288204E1,-6.763918149E0,-2.319401584E0,2.375935389E0,7.534937386E0
3.666287604E1,-6.974008023E0,-2.232704918E0,2.868876134E0,7.864617563E0
3.667287104E1,-6.602320404E0,-2.283973305E0,3.135662364E0,7.657646325E0
3.668286604E1,-5.738141692E0,-2.250202126E0,3.217482453E0,6.952832014E0
3.669286004E1,-4.308301583E0,-2.272335007E0,3.403300534E0,5.942005002E0
3.670285504E1,-2.582381278E0,-2.197364931E0,3.398247955E0,4.800541102E0
3.671285004E1,-6.813985518E-1,-1.721836025E0,2.918030752E0,3.455998662E0
3.672284504E1,1.193983895E0,-1.218839239E0,2.305313303E0,2.868036969E0
3.673283904E1,2.851018737E0,-6.522422880E-1,1.537306085E0,3.304094103E0
3.674283404E1,4.017984987E0,-3.993063569E-3,5.293811774E-1,4.052710665E0
3.675282904E1,4.563506234E0,4.177069598E-1,-6.383224064E-1,4.626826531E0
3.676282404E1,4.699383246E0,7.383138871E-1,-1.790242016E0,5.082743036E0
3.677281804E1,4.701515726E0,1.068582754E0,-2.724896049E0,5.538156526E0
3.678281304E1,4.499975066E0,1.297435173E0,-3.456146500E0,5.820486428E0
3.679280804E1,3.952959271E0,1.223715817E0,-3.940804664E0,5.714307377E0
3.680280204E1,3.375311960E0,9.147688222E-1,-4.150405126E0,5.427282518E0
3.681279704E1,2.706805641E0,5.418643981E-1,-4.070787098E0,4.918508047E0
3.682279204E1,2.070210795E0,1.957068926E-1,-3.703694222E0,4.247519843E0
3.683278704E1,1.503546893E0,-1.635220635E-1,-3.100791909E0,3.449971477E0
3.684278104E1,7.893039465E-1,-5.637095958E-1,-2.438370203E0,2.624198635E0
3.685277604E1,-3.040125293E-1,-9.675820434E-1,-1.616431777E0,1.908268932E0
3.686277104E1,-1.719918431E0,-1.361313665E0,-6.426715654E-1,2.285677371E0
3.687276604E1,-3.159662846E0,-1.584647482E0,4.084975952E-1,3.558292740E0
3.688276004E1,-4.534154965E0,-1.755196145E0,1.679079430E0,5.143790673E0
3.689275504E1,-5.713957608E0,-2.121579754E0,2.746817846E0,6.685463370E0
3.690275004E1,-6.829587643E0,-2.244630899E0,3.276535823E0,7.900463420E0
3.691274504E1,-7.082438790E0,-2.167965131E0,3.056475862E0,8.012680994E0
3.692273904E1,-6.505760654E0,-2.109291245E0,3.118587910E0,7.516623032E0
3.693273404E1,-4.918457952E0,-1.981202139E0,3.374790096E0,6.285347940E0
3.694272904E1,-2.921829396E0,-1.943516834E0,3.614614815E0,5.037835345E0
3.695272304E1,-8.102301081E-1,-1.970136284E0,3.434894795E0,4.041832759E0
3.696271804E1,1.023372813E0,-1.877944989E0,2.555719144E0,3.332517012E0
3.697271304E1,2.360743884E0,-1.562402335E0,1.429379348E0,3.171330645E0
3.698270804E1,3.131650005E0,-1.063741844E0,3.235422295E-1,3.323169878E0
3.699270204E1,3.591724135E0,-5.612859249E-1,-5.346284688E-1,3.674418560E0
3.700269704E1,3.794095684E0,9.074937165E-2,-1.177825114E0,3.973747540E0
3.701269204E1,3.902325015E0,7.135825038E-1,-1.945319531E0,4.418326447E0
3.702268704E1,4.033801121E0,9.157926697E-1,-2.687407796E0,4.932787078E0
3.703268104E1,3.942812598E0,7.636314538E-1,-3.226759645E0,5.151784350E0
3.704267604E1,3.610653327E0,5.452338561E-1,-3.522241087E0,5.073487920E0
3.705267104E1,3.178834696E0,3.493398526E-1,-3.510933741E0,4.749071919E0
3.706266504E1,2.705001483E0,1.892217457E-1,-3.184527546E0,4.182589339E0
3.707266004E1,2.304810004E0,-8.048984706E-3,-2.573159634E0,3.454470211E0
3.708265504E1,1.731712996E0,-1.409167278E-1,-1.863145686E0,2.547547697E0
3.709265004E1,1.006683544E0,-2.172299087E-2,-1.132037323E0,1.515055163E0
3.710264404E1,5.425745425E-1,1.121940351E-1,-6.149136633E-1,8.277037205E-1
3.711263904E1,1.777521399E-1,6.319787621E-2,-2.763628006E-1,3.346134969E-1
3.712263404E1,-9.906557411E-2,-1.019181383E-1,-1.113684082E-1,1.805663790E-1
3.713262904E1,-3.468378291E-1,-3.953086156E-1,-1.539314604E-1,5.479601041E-1
3.714262304E1,-7.561689448E-1,-6.303900737E-1,-1.868770123E-2,9.846483374E-1
3.715261804E1,-1.000490465E0,-6.303625917E-1,3.368370438E-1,1.229551692E0
3.716261304E1,-8.871544692E-1,-1.431491947E-1,4.020007539E-1,9.844487545E-1
